id,old_category,new_category
1013,餐饮,餐饮/_未分类
1014,餐饮,餐饮/_未分类
1015,餐饮,餐饮/_未分类
1017,餐饮,餐饮/_未分类
1024,餐饮,餐饮/_未分类
1025,餐饮,餐饮/_未分类
1026,餐饮,餐饮/_未分类
1027,餐饮,餐饮/_未分类
1030,餐饮,餐饮/_未分类
1031,餐饮,餐饮/_未分类
1033,餐饮,餐饮/_未分类
1034,餐饮,餐饮/_未分类
1035,餐饮,餐饮/_未分类
1041,餐饮,餐饮/_未分类
1042,餐饮,餐饮/_未分类
1043,餐饮,餐饮/_未分类
1045,餐饮,餐饮/_未分类
1046,餐饮,餐饮/_未分类
1049,餐饮,餐饮/_未分类
1052,餐饮,餐饮/_未分类
1056,餐饮,餐饮/_未分类
1058,餐饮,餐饮/_未分类
1060,餐饮,餐饮/_未分类
1061,餐饮,餐饮/_未分类
1062,餐饮,餐饮/_未分类
1063,餐饮,餐饮/_未分类
1064,餐饮,餐饮/_未分类
1065,餐饮,餐饮/_未分类
1066,餐饮,餐饮/_未分类
1067,餐饮,餐饮/_未分类
1068,餐饮,餐饮/_未分类
1069,餐饮,餐饮/_未分类
1070,餐饮,餐饮/_未分类
1071,餐饮,餐饮/_未分类
1072,餐饮,餐饮/_未分类
1073,餐饮,餐饮/_未分类
1074,餐饮,餐饮/_未分类
1080,餐饮,餐饮/_未分类
1081,餐饮,餐饮/_未分类
1082,餐饮,餐饮/_未分类
1084,餐饮,餐饮/_未分类
1087,餐饮,餐饮/_未分类
1088,餐饮,餐饮/_未分类
1091,餐饮,餐饮/_未分类
1094,餐饮,餐饮/_未分类
1095,餐饮,餐饮/_未分类
1096,餐饮,餐饮/_未分类
1098,餐饮,餐饮/_未分类
1100,餐饮,餐饮/_未分类
1101,餐饮,餐饮/_未分类
1107,餐饮,餐饮/_未分类
1108,餐饮,餐饮/_未分类
1109,餐饮,餐饮/_未分类
1110,餐饮,餐饮/_未分类
1111,餐饮,餐饮/_未分类
1112,餐饮,餐饮/_未分类
1113,餐饮,餐饮/_未分类
1116,餐饮,餐饮/_未分类
1117,餐饮,餐饮/_未分类
1118,餐饮,餐饮/_未分类
1119,餐饮,餐饮/_未分类
1120,餐饮,餐饮/_未分类
1122,餐饮,餐饮/_未分类
1123,餐饮,餐饮/_未分类
1124,餐饮,餐饮/_未分类
1126,餐饮,餐饮/_未分类
1127,餐饮,餐饮/_未分类
1128,餐饮,餐饮/_未分类
1131,餐饮,餐饮/_未分类
1135,餐饮,餐饮/_未分类
1136,餐饮,餐饮/_未分类
1137,餐饮,餐饮/_未分类
1138,餐饮,餐饮/_未分类
1140,餐饮,餐饮/_未分类
1141,餐饮,餐饮/_未分类
1143,餐饮,餐饮/_未分类
1144,餐饮,餐饮/_未分类
1145,餐饮,餐饮/_未分类
1146,餐饮,餐饮/_未分类
1148,餐饮,餐饮/_未分类
1149,餐饮,餐饮/_未分类
1150,餐饮,餐饮/_未分类
1152,餐饮,餐饮/_未分类
1153,餐饮,餐饮/_未分类
1155,餐饮,餐饮/_未分类
1156,餐饮,餐饮/_未分类
1157,餐饮,餐饮/_未分类
1158,餐饮,餐饮/_未分类
1159,餐饮,餐饮/_未分类
1160,餐饮,餐饮/_未分类
1162,餐饮,餐饮/_未分类
1163,餐饮,餐饮/_未分类
1164,餐饮,餐饮/_未分类
1165,餐饮,餐饮/_未分类
1166,餐饮,餐饮/_未分类
1167,餐饮,餐饮/_未分类
1169,餐饮,餐饮/_未分类
1170,餐饮,餐饮/_未分类
1171,餐饮,餐饮/_未分类
1173,餐饮,餐饮/_未分类
1174,餐饮,餐饮/_未分类
1175,餐饮,餐饮/_未分类
1176,餐饮,餐饮/_未分类
1177,餐饮,餐饮/_未分类
1178,餐饮,餐饮/_未分类
1179,餐饮,餐饮/_未分类
1180,餐饮,餐饮/_未分类
1182,餐饮,餐饮/_未分类
1183,餐饮,餐饮/_未分类
1184,餐饮,餐饮/_未分类
1186,餐饮,餐饮/_未分类
1188,餐饮,餐饮/_未分类
1189,餐饮,餐饮/_未分类
1190,餐饮,餐饮/_未分类
1191,餐饮,餐饮/_未分类
1193,餐饮,餐饮/_未分类
1194,餐饮,餐饮/_未分类
1195,餐饮,餐饮/_未分类
1196,餐饮,餐饮/_未分类
1197,餐饮,餐饮/_未分类
1198,餐饮,餐饮/_未分类
1203,餐饮,餐饮/_未分类
1204,餐饮,餐饮/_未分类
1205,餐饮,餐饮/_未分类
1206,餐饮,餐饮/_未分类
1207,餐饮,餐饮/_未分类
1208,餐饮,餐饮/_未分类
1209,餐饮,餐饮/_未分类
1210,餐饮,餐饮/_未分类
1211,餐饮,餐饮/_未分类
1212,餐饮,餐饮/_未分类
1214,餐饮,餐饮/_未分类
1216,餐饮,餐饮/_未分类
1217,餐饮,餐饮/_未分类
1221,餐饮,餐饮/_未分类
1222,餐饮,餐饮/_未分类
1223,餐饮,餐饮/_未分类
1224,餐饮,餐饮/_未分类
1230,餐饮,餐饮/_未分类
1233,餐饮,餐饮/_未分类
1234,餐饮,餐饮/_未分类
1236,餐饮,餐饮/_未分类
1237,餐饮,餐饮/_未分类
1238,餐饮,餐饮/_未分类
1240,餐饮,餐饮/_未分类
1242,餐饮,餐饮/_未分类
1243,餐饮,餐饮/_未分类
1244,餐饮,餐饮/_未分类
1245,餐饮,餐饮/_未分类
1246,餐饮,餐饮/_未分类
1248,餐饮,餐饮/_未分类
1249,餐饮,餐饮/_未分类
1250,餐饮,餐饮/_未分类
1251,餐饮,餐饮/_未分类
1252,餐饮,餐饮/_未分类
1256,餐饮,餐饮/_未分类
1257,餐饮,餐饮/_未分类
1258,餐饮,餐饮/_未分类
1260,餐饮,餐饮/_未分类
1263,餐饮,餐饮/_未分类
1264,餐饮,餐饮/_未分类
1265,餐饮,餐饮/_未分类
1266,餐饮,餐饮/_未分类
1267,餐饮,餐饮/_未分类
1268,餐饮,餐饮/_未分类
1270,餐饮,餐饮/_未分类
1281,餐饮,餐饮/_未分类
1284,餐饮,餐饮/_未分类
1285,餐饮,餐饮/_未分类
1286,餐饮,餐饮/_未分类
1287,餐饮,餐饮/_未分类
1288,餐饮,餐饮/_未分类
1291,餐饮,餐饮/_未分类
1292,餐饮,餐饮/_未分类
1293,餐饮,餐饮/_未分类
1294,餐饮,餐饮/_未分类
1295,餐饮,餐饮/_未分类
1296,餐饮,餐饮/_未分类
1297,餐饮,餐饮/_未分类
1298,餐饮,餐饮/_未分类
1300,餐饮,餐饮/_未分类
1301,餐饮,餐饮/_未分类
1303,餐饮,餐饮/_未分类
1304,餐饮,餐饮/_未分类
1305,餐饮,餐饮/_未分类
1306,餐饮,餐饮/_未分类
1307,餐饮,餐饮/_未分类
1309,餐饮,餐饮/_未分类
1310,餐饮,餐饮/_未分类
1311,餐饮,餐饮/_未分类
1312,餐饮,餐饮/_未分类
1313,餐饮,餐饮/_未分类
1314,餐饮,餐饮/_未分类
1315,餐饮,餐饮/_未分类
1316,餐饮,餐饮/_未分类
1318,餐饮,餐饮/_未分类
1319,餐饮,餐饮/_未分类
1320,餐饮,餐饮/_未分类
1321,餐饮,餐饮/_未分类
1322,餐饮,餐饮/_未分类
1323,餐饮,餐饮/_未分类
1324,餐饮,餐饮/_未分类
1326,餐饮,餐饮/_未分类
1327,餐饮,餐饮/_未分类
1328,餐饮,餐饮/_未分类
1329,餐饮,餐饮/_未分类
1330,餐饮,餐饮/_未分类
1331,餐饮,餐饮/_未分类
1332,餐饮,餐饮/_未分类
1333,餐饮,餐饮/_未分类
1334,餐饮,餐饮/_未分类
1335,餐饮,餐饮/_未分类
1340,餐饮,餐饮/_未分类
1341,餐饮,餐饮/_未分类
1342,餐饮,餐饮/_未分类
1343,餐饮,餐饮/_未分类
1344,餐饮,餐饮/_未分类
1346,餐饮,餐饮/_未分类
1347,餐饮,餐饮/_未分类
1348,餐饮,餐饮/_未分类
1349,餐饮,餐饮/_未分类
1350,餐饮,餐饮/_未分类
1351,餐饮,餐饮/_未分类
1352,餐饮,餐饮/_未分类
1353,餐饮,餐饮/_未分类
1355,餐饮,餐饮/_未分类
1357,餐饮,餐饮/_未分类
1358,餐饮,餐饮/_未分类
1359,餐饮,餐饮/_未分类
1360,餐饮,餐饮/_未分类
1361,餐饮,餐饮/_未分类
1362,餐饮,餐饮/_未分类
1363,餐饮,餐饮/_未分类
1364,餐饮,餐饮/_未分类
1366,餐饮,餐饮/_未分类
1367,餐饮,餐饮/_未分类
1370,餐饮,餐饮/_未分类
1373,餐饮,餐饮/_未分类
1375,餐饮,餐饮/_未分类
1377,餐饮,餐饮/_未分类
1385,餐饮,餐饮/_未分类
1386,餐饮,餐饮/_未分类
1396,餐饮,餐饮/_未分类
1397,餐饮,餐饮/_未分类
1400,餐饮,餐饮/_未分类
1401,餐饮,餐饮/_未分类
1404,餐饮,餐饮/_未分类
1405,餐饮,餐饮/_未分类
1407,餐饮,餐饮/_未分类
1408,餐饮,餐饮/_未分类
1410,餐饮,餐饮/_未分类
1411,餐饮,餐饮/_未分类
1412,餐饮,餐饮/_未分类
1413,餐饮,餐饮/_未分类
1414,餐饮,餐饮/_未分类
1415,餐饮,餐饮/_未分类
1417,餐饮,餐饮/_未分类
1418,餐饮,餐饮/_未分类
1423,餐饮,餐饮/_未分类
1424,餐饮,餐饮/_未分类
1428,餐饮,餐饮/_未分类
1429,餐饮,餐饮/_未分类
1432,餐饮,餐饮/_未分类
1433,餐饮,餐饮/_未分类
1434,餐饮,餐饮/_未分类
1435,餐饮,餐饮/_未分类
1436,餐饮,餐饮/_未分类
1437,餐饮,餐饮/_未分类
1438,餐饮,餐饮/_未分类
1439,餐饮,餐饮/_未分类
1441,餐饮,餐饮/_未分类
1442,餐饮,餐饮/_未分类
1443,餐饮,餐饮/_未分类
1444,餐饮,餐饮/_未分类
1446,餐饮,餐饮/_未分类
1447,餐饮,餐饮/_未分类
1448,餐饮,餐饮/_未分类
1451,餐饮,餐饮/_未分类
1452,餐饮,餐饮/_未分类
1453,餐饮,餐饮/_未分类
1454,餐饮,餐饮/_未分类
1455,餐饮,餐饮/_未分类
1456,餐饮,餐饮/_未分类
1457,餐饮,餐饮/_未分类
1458,餐饮,餐饮/_未分类
1459,餐饮,餐饮/_未分类
1460,餐饮,餐饮/_未分类
1462,餐饮,餐饮/_未分类
1465,餐饮,餐饮/_未分类
1466,餐饮,餐饮/_未分类
1467,餐饮,餐饮/_未分类
1469,餐饮,餐饮/_未分类
1471,餐饮,餐饮/_未分类
1472,餐饮,餐饮/_未分类
1477,餐饮,餐饮/_未分类
1481,餐饮,餐饮/_未分类
1484,餐饮,餐饮/_未分类
1485,餐饮,餐饮/_未分类
1486,餐饮,餐饮/_未分类
1487,餐饮,餐饮/_未分类
1488,餐饮,餐饮/_未分类
1489,餐饮,餐饮/_未分类
1490,餐饮,餐饮/_未分类
1491,餐饮,餐饮/_未分类
1493,餐饮,餐饮/_未分类
1494,餐饮,餐饮/_未分类
1495,餐饮,餐饮/_未分类
1496,餐饮,餐饮/_未分类
1499,餐饮,餐饮/_未分类
1500,餐饮,餐饮/_未分类
1503,餐饮,餐饮/_未分类
1504,餐饮,餐饮/_未分类
1507,餐饮,餐饮/_未分类
1509,餐饮,餐饮/_未分类
1511,餐饮,餐饮/_未分类
1513,餐饮,餐饮/_未分类
1514,餐饮,餐饮/_未分类
1519,餐饮,餐饮/_未分类
1521,餐饮,餐饮/_未分类
1523,餐饮,餐饮/_未分类
1525,餐饮,餐饮/_未分类
1526,餐饮,餐饮/_未分类
1528,餐饮,餐饮/_未分类
1529,餐饮,餐饮/_未分类
1530,餐饮,餐饮/_未分类
1534,餐饮,餐饮/_未分类
1535,餐饮,餐饮/_未分类
1537,餐饮,餐饮/_未分类
1538,餐饮,餐饮/_未分类
1539,餐饮,餐饮/_未分类
1540,餐饮,餐饮/_未分类
1542,餐饮,餐饮/_未分类
1543,餐饮,餐饮/_未分类
1545,餐饮,餐饮/_未分类
1547,餐饮,餐饮/_未分类
1548,餐饮,餐饮/_未分类
1549,餐饮,餐饮/_未分类
1551,餐饮,餐饮/_未分类
1552,餐饮,餐饮/_未分类
1553,餐饮,餐饮/_未分类
1557,餐饮,餐饮/_未分类
1558,餐饮,餐饮/_未分类
1562,餐饮,餐饮/_未分类
1564,餐饮,餐饮/_未分类
1566,餐饮,餐饮/_未分类
1567,餐饮,餐饮/_未分类
1568,餐饮,餐饮/_未分类
1571,餐饮,餐饮/_未分类
1572,餐饮,餐饮/_未分类
1573,餐饮,餐饮/_未分类
1574,餐饮,餐饮/_未分类
1576,餐饮,餐饮/_未分类
1578,餐饮,餐饮/_未分类
1579,餐饮,餐饮/_未分类
1580,餐饮,餐饮/_未分类
1581,餐饮,餐饮/_未分类
1582,餐饮,餐饮/_未分类
1588,餐饮,餐饮/_未分类
1589,餐饮,餐饮/_未分类
1590,餐饮,餐饮/_未分类
1591,餐饮,餐饮/_未分类
1597,餐饮,餐饮/_未分类
1600,餐饮,餐饮/_未分类
1602,餐饮,餐饮/_未分类
1603,餐饮,餐饮/_未分类
1604,餐饮,餐饮/_未分类
1606,餐饮,餐饮/_未分类
1614,餐饮,餐饮/_未分类
1615,餐饮,餐饮/_未分类
1616,餐饮,餐饮/_未分类
1617,餐饮,餐饮/_未分类
1618,餐饮,餐饮/_未分类
1621,餐饮,餐饮/_未分类
1624,餐饮,餐饮/_未分类
1627,餐饮,餐饮/_未分类
1630,餐饮,餐饮/_未分类
1635,餐饮,餐饮/_未分类
1636,餐饮,餐饮/_未分类
1637,餐饮,餐饮/_未分类
1638,餐饮,餐饮/_未分类
1640,餐饮,餐饮/_未分类
1641,餐饮,餐饮/_未分类
1643,餐饮,餐饮/_未分类
1645,餐饮,餐饮/_未分类
1647,餐饮,餐饮/_未分类
1650,餐饮,餐饮/_未分类
1652,餐饮,餐饮/_未分类
1654,餐饮,餐饮/_未分类
1655,餐饮,餐饮/_未分类
1658,餐饮,餐饮/_未分类
1659,餐饮,餐饮/_未分类
1660,餐饮,餐饮/_未分类
1661,餐饮,餐饮/_未分类
1662,餐饮,餐饮/_未分类
1663,餐饮,餐饮/_未分类
1664,餐饮,餐饮/_未分类
1666,餐饮,餐饮/_未分类
1667,餐饮,餐饮/_未分类
1668,餐饮,餐饮/_未分类
1669,餐饮,餐饮/_未分类
1675,餐饮,餐饮/_未分类
1677,餐饮,餐饮/_未分类
1679,餐饮,餐饮/_未分类
1681,餐饮,餐饮/_未分类
1683,餐饮,餐饮/_未分类
1689,餐饮,餐饮/_未分类
1690,餐饮,餐饮/_未分类
1692,餐饮,餐饮/_未分类
1693,餐饮,餐饮/_未分类
1696,餐饮,餐饮/_未分类
1698,餐饮,餐饮/_未分类
1699,餐饮,餐饮/_未分类
1700,餐饮,餐饮/_未分类
1702,餐饮,餐饮/_未分类
1704,餐饮,餐饮/_未分类
1705,餐饮,餐饮/_未分类
1709,餐饮,餐饮/_未分类
1711,餐饮,餐饮/_未分类
1712,餐饮,餐饮/_未分类
1715,餐饮,餐饮/_未分类
1716,餐饮,餐饮/_未分类
1720,餐饮,餐饮/_未分类
1721,餐饮,餐饮/_未分类
1722,餐饮,餐饮/_未分类
1724,餐饮,餐饮/_未分类
1725,餐饮,餐饮/_未分类
1727,餐饮,餐饮/_未分类
1729,餐饮,餐饮/_未分类
1730,餐饮,餐饮/_未分类
1731,餐饮,餐饮/_未分类
1733,餐饮,餐饮/_未分类
1735,餐饮,餐饮/_未分类
1736,餐饮,餐饮/_未分类
1738,餐饮,餐饮/_未分类
1742,餐饮,餐饮/_未分类
1744,餐饮,餐饮/_未分类
1746,餐饮,餐饮/_未分类
1750,餐饮,餐饮/_未分类
1752,餐饮,餐饮/_未分类
1753,餐饮,餐饮/_未分类
1758,餐饮,餐饮/_未分类
1760,餐饮,餐饮/_未分类
1764,餐饮,餐饮/_未分类
1765,餐饮,餐饮/_未分类
1766,餐饮,餐饮/_未分类
1767,餐饮,餐饮/_未分类
1768,餐饮,餐饮/_未分类
1769,餐饮,餐饮/_未分类
1770,餐饮,餐饮/_未分类
1771,餐饮,餐饮/_未分类
1772,餐饮,餐饮/_未分类
1773,餐饮,餐饮/_未分类
1774,餐饮,餐饮/_未分类
1775,餐饮,餐饮/_未分类
1776,餐饮,餐饮/_未分类
1777,餐饮,餐饮/_未分类
1778,餐饮,餐饮/_未分类
1785,餐饮,餐饮/_未分类
1786,餐饮,餐饮/_未分类
1787,餐饮,餐饮/_未分类
1790,餐饮,餐饮/_未分类
1791,餐饮,餐饮/_未分类
1792,餐饮,餐饮/_未分类
1794,餐饮,餐饮/_未分类
1796,餐饮,餐饮/_未分类
1797,餐饮,餐饮/_未分类
1799,餐饮,餐饮/_未分类
1800,餐饮,餐饮/_未分类
1801,餐饮,餐饮/_未分类
1803,餐饮,餐饮/_未分类
1804,餐饮,餐饮/_未分类
1805,餐饮,餐饮/_未分类
1807,餐饮,餐饮/_未分类
1808,餐饮,餐饮/_未分类
1809,餐饮,餐饮/_未分类
1810,餐饮,餐饮/_未分类
1811,餐饮,餐饮/_未分类
1812,餐饮,餐饮/_未分类
1813,餐饮,餐饮/_未分类
1814,餐饮,餐饮/_未分类
1815,餐饮,餐饮/_未分类
1817,餐饮,餐饮/_未分类
1818,餐饮,餐饮/_未分类
1819,餐饮,餐饮/_未分类
1820,餐饮,餐饮/_未分类
1821,餐饮,餐饮/_未分类
1822,餐饮,餐饮/_未分类
1823,餐饮,餐饮/_未分类
1824,餐饮,餐饮/_未分类
1825,餐饮,餐饮/_未分类
1826,餐饮,餐饮/_未分类
1827,餐饮,餐饮/_未分类
1828,餐饮,餐饮/_未分类
1829,餐饮,餐饮/_未分类
1830,餐饮,餐饮/_未分类
1832,餐饮,餐饮/_未分类
1833,餐饮,餐饮/_未分类
1834,餐饮,餐饮/_未分类
1835,餐饮,餐饮/_未分类
1837,餐饮,餐饮/_未分类
1839,餐饮,餐饮/_未分类
1840,餐饮,餐饮/_未分类
1841,餐饮,餐饮/_未分类
1842,餐饮,餐饮/_未分类
1843,餐饮,餐饮/_未分类
1845,餐饮,餐饮/_未分类
1846,餐饮,餐饮/_未分类
1848,餐饮,餐饮/_未分类
1849,餐饮,餐饮/_未分类
1850,餐饮,餐饮/_未分类
1851,餐饮,餐饮/_未分类
1852,餐饮,餐饮/_未分类
1853,餐饮,餐饮/_未分类
1858,餐饮,餐饮/_未分类
1859,餐饮,餐饮/_未分类
1862,餐饮,餐饮/_未分类
1863,餐饮,餐饮/_未分类
1864,餐饮,餐饮/_未分类
1866,餐饮,餐饮/_未分类
1869,餐饮,餐饮/_未分类
1874,餐饮,餐饮/_未分类
1877,餐饮,餐饮/_未分类
1879,餐饮,餐饮/_未分类
1882,餐饮,餐饮/_未分类
1883,餐饮,餐饮/_未分类
1884,餐饮,餐饮/_未分类
1888,餐饮,餐饮/_未分类
1894,餐饮,餐饮/_未分类
1895,餐饮,餐饮/_未分类
1896,餐饮,餐饮/_未分类
1897,餐饮,餐饮/_未分类
1900,餐饮,餐饮/_未分类
1904,餐饮,餐饮/_未分类
1906,餐饮,餐饮/_未分类
1907,餐饮,餐饮/_未分类
1910,餐饮,餐饮/_未分类
1911,餐饮,餐饮/_未分类
1913,餐饮,餐饮/_未分类
1916,餐饮,餐饮/_未分类
1917,餐饮,餐饮/_未分类
1919,餐饮,餐饮/_未分类
1920,餐饮,餐饮/_未分类
1921,餐饮,餐饮/_未分类
1922,餐饮,餐饮/_未分类
1925,餐饮,餐饮/_未分类
1927,餐饮,餐饮/_未分类
1929,餐饮,餐饮/_未分类
1931,餐饮,餐饮/_未分类
1932,餐饮,餐饮/_未分类
1939,餐饮,餐饮/_未分类
1942,餐饮,餐饮/_未分类
1943,餐饮,餐饮/_未分类
1944,餐饮,餐饮/_未分类
1946,餐饮,餐饮/_未分类
1947,餐饮,餐饮/_未分类
1949,餐饮,餐饮/_未分类
1953,餐饮,餐饮/_未分类
1955,餐饮,餐饮/_未分类
1957,餐饮,餐饮/_未分类
1959,餐饮,餐饮/_未分类
1961,餐饮,餐饮/_未分类
1963,餐饮,餐饮/_未分类
1964,餐饮,餐饮/_未分类
1966,餐饮,餐饮/_未分类
1968,餐饮,餐饮/_未分类
1969,餐饮,餐饮/_未分类
1970,餐饮,餐饮/_未分类
1971,餐饮,餐饮/_未分类
1972,餐饮,餐饮/_未分类
1973,餐饮,餐饮/_未分类
1974,餐饮,餐饮/_未分类
1977,餐饮,餐饮/_未分类
1978,餐饮,餐饮/_未分类
1979,餐饮,餐饮/_未分类
1980,餐饮,餐饮/_未分类
1981,餐饮,餐饮/_未分类
1982,餐饮,餐饮/_未分类
1984,餐饮,餐饮/_未分类
1985,餐饮,餐饮/_未分类
1988,餐饮,餐饮/_未分类
1989,餐饮,餐饮/_未分类
1991,餐饮,餐饮/_未分类
1992,餐饮,餐饮/_未分类
1993,餐饮,餐饮/_未分类
1994,餐饮,餐饮/_未分类
1995,餐饮,餐饮/_未分类
1996,餐饮,餐饮/_未分类
1999,餐饮,餐饮/_未分类
2001,餐饮,餐饮/_未分类
2002,餐饮,餐饮/_未分类
2003,餐饮,餐饮/_未分类
2004,餐饮,餐饮/_未分类
2006,餐饮,餐饮/_未分类
2008,餐饮,餐饮/_未分类
2009,餐饮,餐饮/_未分类
2012,餐饮,餐饮/_未分类
2014,餐饮,餐饮/_未分类
2019,餐饮,餐饮/_未分类
2022,餐饮,餐饮/_未分类
2023,餐饮,餐饮/_未分类
2024,餐饮,餐饮/_未分类
2032,餐饮,餐饮/_未分类
2034,餐饮,餐饮/_未分类
2040,餐饮,餐饮/_未分类
2042,餐饮,餐饮/_未分类
2043,餐饮,餐饮/_未分类
2044,餐饮,餐饮/_未分类
2047,餐饮,餐饮/_未分类
2048,餐饮,餐饮/_未分类
2049,餐饮,餐饮/_未分类
2055,餐饮,餐饮/_未分类
2061,餐饮,餐饮/_未分类
2062,餐饮,餐饮/_未分类
2064,餐饮,餐饮/_未分类
2065,餐饮,餐饮/_未分类
2066,餐饮,餐饮/_未分类
2072,餐饮,餐饮/_未分类
2076,餐饮,餐饮/_未分类
2077,餐饮,餐饮/_未分类
2080,餐饮,餐饮/_未分类
2081,餐饮,餐饮/_未分类
2085,餐饮,餐饮/_未分类
2086,餐饮,餐饮/_未分类
2088,餐饮,餐饮/_未分类
2089,餐饮,餐饮/_未分类
2091,餐饮,餐饮/_未分类
2092,餐饮,餐饮/_未分类
2094,餐饮,餐饮/_未分类
2095,餐饮,餐饮/_未分类
2096,餐饮,餐饮/_未分类
2097,餐饮,餐饮/_未分类
2100,餐饮,餐饮/_未分类
2103,餐饮,餐饮/_未分类
2104,餐饮,餐饮/_未分类
2105,餐饮,餐饮/_未分类
2107,餐饮,餐饮/_未分类
2109,餐饮,餐饮/_未分类
2110,餐饮,餐饮/_未分类
2115,餐饮,餐饮/_未分类
2117,餐饮,餐饮/_未分类
2119,餐饮,餐饮/_未分类
2121,餐饮,餐饮/_未分类
2122,餐饮,餐饮/_未分类
2123,餐饮,餐饮/_未分类
2124,餐饮,餐饮/_未分类
2125,餐饮,餐饮/_未分类
2130,餐饮,餐饮/_未分类
2131,餐饮,餐饮/_未分类
2132,餐饮,餐饮/_未分类
2134,餐饮,餐饮/_未分类
2136,餐饮,餐饮/_未分类
2137,餐饮,餐饮/_未分类
2139,餐饮,餐饮/_未分类
2140,餐饮,餐饮/_未分类
2141,餐饮,餐饮/_未分类
2143,餐饮,餐饮/_未分类
2144,餐饮,餐饮/_未分类
2146,餐饮,餐饮/_未分类
2149,餐饮,餐饮/_未分类
2151,餐饮,餐饮/_未分类
2152,餐饮,餐饮/_未分类
2153,餐饮,餐饮/_未分类
2155,餐饮,餐饮/_未分类
2157,餐饮,餐饮/_未分类
2158,餐饮,餐饮/_未分类
2160,餐饮,餐饮/_未分类
2163,餐饮,餐饮/_未分类
2164,餐饮,餐饮/_未分类
2165,餐饮,餐饮/_未分类
2166,餐饮,餐饮/_未分类
2173,餐饮,餐饮/_未分类
2174,餐饮,餐饮/_未分类
2175,餐饮,餐饮/_未分类
2179,餐饮,餐饮/_未分类
2180,餐饮,餐饮/_未分类
2182,餐饮,餐饮/_未分类
2185,餐饮,餐饮/_未分类
2186,餐饮,餐饮/_未分类
2187,餐饮,餐饮/_未分类
2189,餐饮,餐饮/_未分类
2190,餐饮,餐饮/_未分类
2193,餐饮,餐饮/_未分类
2195,餐饮,餐饮/_未分类
2198,餐饮,餐饮/_未分类
2199,餐饮,餐饮/_未分类
2201,餐饮,餐饮/_未分类
2203,餐饮,餐饮/_未分类
2204,餐饮,餐饮/_未分类
2208,餐饮,餐饮/_未分类
2211,餐饮,餐饮/_未分类
2214,餐饮,餐饮/_未分类
2217,餐饮,餐饮/_未分类
2221,餐饮,餐饮/_未分类
2223,餐饮,餐饮/_未分类
2225,餐饮,餐饮/_未分类
2229,餐饮,餐饮/_未分类
2231,餐饮,餐饮/_未分类
2232,餐饮,餐饮/_未分类
2233,餐饮,餐饮/_未分类
2234,餐饮,餐饮/_未分类
2235,餐饮,餐饮/_未分类
2242,餐饮,餐饮/_未分类
2243,餐饮,餐饮/_未分类
2247,餐饮,餐饮/_未分类
2255,餐饮,餐饮/_未分类
2256,餐饮,餐饮/_未分类
2260,餐饮,餐饮/_未分类
2266,餐饮,餐饮/_未分类
2267,餐饮,餐饮/_未分类
2270,餐饮,餐饮/_未分类
2272,餐饮,餐饮/_未分类
2273,餐饮,餐饮/_未分类
2276,餐饮,餐饮/_未分类
2279,餐饮,餐饮/_未分类
2286,餐饮,餐饮/_未分类
2290,餐饮,餐饮/_未分类
2295,餐饮,餐饮/_未分类
2296,餐饮,餐饮/_未分类
2297,餐饮,餐饮/_未分类
2298,餐饮,餐饮/_未分类
2303,餐饮,餐饮/_未分类
2305,餐饮,餐饮/_未分类
2306,餐饮,餐饮/_未分类
2308,餐饮,餐饮/_未分类
2310,餐饮,餐饮/_未分类
2311,餐饮,餐饮/_未分类
2315,餐饮,餐饮/_未分类
2318,餐饮,餐饮/_未分类
2319,餐饮,餐饮/_未分类
2324,餐饮,餐饮/_未分类
2325,餐饮,餐饮/_未分类
2327,餐饮,餐饮/_未分类
2328,餐饮,餐饮/_未分类
2335,餐饮,餐饮/_未分类
2336,餐饮,餐饮/_未分类
2337,餐饮,餐饮/_未分类
2338,餐饮,餐饮/_未分类
2339,餐饮,餐饮/_未分类
2341,餐饮,餐饮/_未分类
2348,餐饮,餐饮/_未分类
2349,餐饮,餐饮/_未分类
2351,餐饮,餐饮/_未分类
2354,餐饮,餐饮/_未分类
2358,餐饮,餐饮/_未分类
2360,餐饮,餐饮/_未分类
2364,餐饮,餐饮/_未分类
2365,餐饮,餐饮/_未分类
2366,餐饮,餐饮/_未分类
2369,餐饮,餐饮/_未分类
2370,餐饮,餐饮/_未分类
2371,餐饮,餐饮/_未分类
2373,餐饮,餐饮/_未分类
2378,餐饮,餐饮/_未分类
2386,餐饮,餐饮/_未分类
2387,餐饮,餐饮/_未分类
2388,餐饮,餐饮/_未分类
2390,餐饮,餐饮/_未分类
2391,餐饮,餐饮/_未分类
2400,餐饮,餐饮/_未分类
2401,餐饮,餐饮/_未分类
2405,餐饮,餐饮/_未分类
2407,餐饮,餐饮/_未分类
2410,餐饮,餐饮/_未分类
2411,餐饮,餐饮/_未分类
2414,餐饮,餐饮/_未分类
2415,餐饮,餐饮/_未分类
2421,餐饮,餐饮/_未分类
2424,餐饮,餐饮/_未分类
2425,餐饮,餐饮/_未分类
2427,餐饮,餐饮/_未分类
2430,餐饮,餐饮/_未分类
2435,餐饮,餐饮/_未分类
2436,餐饮,餐饮/_未分类
2437,餐饮,餐饮/_未分类
2444,餐饮,餐饮/_未分类
2446,餐饮,餐饮/_未分类
2447,餐饮,餐饮/_未分类
